title,text
Bela Lugosi,You'll Find Out
Bela Lugosi,The Black Cat
Bela Lugosi,The Wolf Man
Bela Lugosi,Bowery at Midnight
Bela Lugosi,Black Dragons
Bela Lugosi,The Corpse Vanishes
Bela Lugosi,The Ghost of Frankenstein
Bela Lugosi,The Ape Man
Bela Lugosi,Return of the Ape Man
Bela Lugosi,The Return of the Vampire
Bela Lugosi,Voodoo Man
Bela Lugosi,The Body Snatcher
Bela Lugosi,Zombies on Broadway
Bela Lugosi,Genius at Work
Bela Lugosi,Abbott and Costello Meet Frankenstein
Bela Lugosi,Bride of the Monster
Bela Lugosi,Plan 9 from Outer Space
Billy Drago,Invasion U.S.A.
Billy Drago,Pale Rider
Billy Drago,Vamp
Billy Drago,The Untouchables
Billy Drago,Banzai Runner
Billy Drago,Freeway
Billy Drago,China White
Billy Drago,Delta Force 2: The Colombian Connection
Billy Drago,Diplomatic Immunity
Billy Drago,Martial Law II: Undercover
Billy Drago,Death Ring
Billy Drago,Lady Dragon 2
Billy Drago,Deadly Heroes
Billy Drago,Cyborg 2
Billy Drago,Never Say Die
Billy Drago,Lunarcop
Billy Drago,Phoenix
Billy Drago,Mad Dog Time
Billy Drago,Sci-Fighters
Billy Drago,A Doll In The Dark
Billy Drago,The Circuit
Billy Drago,Tremors 4: The Legend Begins
Billy Drago,Demon Hunter
Billy Drago,Blood Relic
Billy Drago,The Hills Have Eyes
Billy Drago,The Dead One
Billy Drago,Dark Moon Rising
Billy Drago,Night Of The Templar
Billy Drago,Hill Street Blues
Billy Drago,Hunter
Billy Drago,T.J. Hooker: Into the Night
Billy Drago,Monsters
Billy Drago,The Adventures of Brisco County Jr.: Bye Bly
Billy Drago,"Walker, Texas Ranger"
Billy Drago,Nash Bridges
Billy Drago,Charmed
Donald Sutherland,The Bedford Incident
Donald Sutherland,Dr. Terror’s House of Horrors
Donald Sutherland,Die! Die! My Darling!
Donald Sutherland,The Dirty Dozen
Donald Sutherland,The Split
Donald Sutherland,Start the Revolution Without Me
Donald Sutherland,Johnny Got His Gun
Donald Sutherland,Don't Look Now
Donald Sutherland,End of the Game
Donald Sutherland,The Day of the Locust
Donald Sutherland,1900
Donald Sutherland,The Disappearance
Donald Sutherland,Invasion of the Body Snatchers
Donald Sutherland,Eye of the Needle
Donald Sutherland,A Dry White Season
Donald Sutherland,Bethune: The Making of a Hero
Donald Sutherland,Buffy the Vampire Slayer
Donald Sutherland,Benefit of the Doubt
Donald Sutherland,Younger and Younger
Donald Sutherland,Shadow Conspiracy
Donald Sutherland,Fallen
Donald Sutherland,Virus
Donald Sutherland,Panic
Donald Sutherland,Cold Mountain
Donald Sutherland,The Italian Job
Donald Sutherland,An American Haunting
Donald Sutherland,Beerfest
Donald Sutherland,Land of the Blind
Donald Sutherland,The Mechanic
Donald Sutherland,Horrible Bosses
Donald Sutherland,The Calling
Donald Sutherland,The Hunger Games: Mockingjay Part 2
Donald Sutherland,Forsaken
Donald Sutherland,American Hangman
Donald Sutherland,The Burnt Orange Heresy
Kane Hodder,Alligator
Kane Hodder,
Kane Hodder,Friday the 13th Part VII: The New Blood
Kane Hodder,Friday the 13th Part VIII: Jason Takes Manhattan
Kane Hodder,Prison
Kane Hodder,Alligator 2: The Mutation
Kane Hodder,Out for Justice
Kane Hodder,Under Siege
Kane Hodder,Jason Goes to Hell: The Final Friday
Kane Hodder,Rubdown
Kane Hodder,Pumpkinhead II: Blood Wings
Kane Hodder,Best of the Best 3: No Turning Back
Kane Hodder,Project: MetalBeast
Kane Hodder,Wishmaster
Kane Hodder,Counter Measures
Kane Hodder,The Protector
Kane Hodder,Jason X
Kane Hodder,The Devil's Rejects
Kane Hodder,Hatchet
Kane Hodder,Hack!
Kane Hodder,Dead Noon
Kane Hodder,Ed Gein: The Butcher of Plainfield
Kane Hodder,Hatchet II
Kane Hodder,Among Friends
Kane Hodder,Hatchet III
Kane Hodder,Charlie's Farm
Kane Hodder,The Haunting of Alice D
Kane Hodder,Muck
Kane Hodder,Death House
Kane Hodder,Check Point 2017
Kane Hodder,Victor Crowley
Kane Hodder,Shed of the Dead
Kane Hodder,Knifecorp
Kane Hodder,Room 9
Elisha Cook Jr.,Wildcat
Elisha Cook Jr.,Manilla Calling
Elisha Cook Jr.,Phantom Lady
Elisha Cook Jr.,Dark Mountain
Elisha Cook Jr.,Dark Waters
Elisha Cook Jr.,Dillinger
Elisha Cook Jr.,Two Smart People
Elisha Cook Jr.,The Falcon's Alibi
Elisha Cook Jr.,The Big Sleep
Elisha Cook Jr.,Born to Kill
Elisha Cook Jr.,Fall Guy
Elisha Cook Jr.,Flaxy Martin
Elisha Cook Jr.,Behave Yourself!
Elisha Cook Jr.,"I, the Jury"
Elisha Cook Jr.,Shane
Elisha Cook Jr.,Thunder Over the Plains
Elisha Cook Jr.,The Outlaw's Daughter
Elisha Cook Jr.,The Killing
Elisha Cook Jr.,The Lonely Man
Elisha Cook Jr.,Voodoo Island
Elisha Cook Jr.,Chicago Confidential
Elisha Cook Jr.,One-Eyed Jacks
Elisha Cook Jr.,Black Zoo
Elisha Cook Jr.,The Haunted Palace
Elisha Cook Jr.,Welcome to Hard Times
Elisha Cook Jr.,Messiah of Evil
Elisha Cook Jr.,Blacula
Elisha Cook Jr.,The Black Bird
Elisha Cook Jr.,Carny
Elisha Cook Jr.,Johnny Ringo
Elisha Cook Jr.,The Rebel: The Bequest
Elisha Cook Jr.,Thriller
Elisha Cook Jr.,Rawhide
Elisha Cook Jr.,"ALF: We're So Sorry, Uncle Albert"
Jack Palance,Panic in the Streets
Jack Palance,Sudden Fear
Jack Palance,Second Chance
Jack Palance,Arrowhead
Jack Palance,Shane
Jack Palance,Sign of the Pagan
Jack Palance,The Silver Chalice
Jack Palance,The Big Knife
Jack Palance,I Died a Thousand Times
Jack Palance,Attack
Jack Palance,The Lonely Man
Jack Palance,The Mongols
Jack Palance,Barabbas
Jack Palance,Contempt
Jack Palance,Once a Thief
Jack Palance,Torture Garden
Jack Palance,A Professional Gun
Jack Palance,The Desperados
Jack Palance,Companeros
Jack Palance,The McMasters
Jack Palance,Monte Walsh
Jack Palance,Chato's Land
Jack Palance,Craze
Jack Palance,The Great Adventure
Jack Palance,God's Gun
Jack Palance,Rulers of the City
Jack Palance,Angels Revenge
Jack Palance,Without Warning
Jack Palance,Young Guns
Jack Palance,Batman
Jack Palance,Outlaw of Gor
Jack Palance,Tango & Cash
Jack Palance,City Slickers
Jack Palance,Cyborg 2
Jack Palance,The Swan Princess
Lee Van Cleef,High Noon
Lee Van Cleef,Kansas City Confidential
Lee Van Cleef,Untamed Frontier
Lee Van Cleef,The Lawless Breed
Lee Van Cleef,Tumbleweed
Lee Van Cleef,The Nebraskan
Lee Van Cleef,Dawn at Socorro
Lee Van Cleef,Rails Into Laramie
Lee Van Cleef,The Yellow Tomahawk
Lee Van Cleef,The Big Combo
Lee Van Cleef,A Man Alone
Lee Van Cleef,The Naked Street
Lee Van Cleef,Ten Wanted Men
Lee Van Cleef,It Conquered the World
Lee Van Cleef,The Conqueror
Lee Van Cleef,China Gate
Lee Van Cleef,The Lonely Man
Lee Van Cleef,Gun Battle at Monterey
Lee Van Cleef,Gunfight at the O.K. Corral
Lee Van Cleef,The Quiet Gun
Lee Van Cleef,Raiders of Old California
Lee Van Cleef,Day Of The Bad Man
Lee Van Cleef,The Bravados
Lee Van Cleef,"Guns, Girls and Gangsters"
Lee Van Cleef,Ride Lonesome
Lee Van Cleef,Posse from Hell
Lee Van Cleef,How the West Was Won
Lee Van Cleef,"The Good, the Bad and the Ugly"
Lee Van Cleef,Day of Anger
Lee Van Cleef,The Commandos
Lee Van Cleef,El Condor
Lee Van Cleef,God's Gun
Lee Van Cleef,Kid Vengeance
Lee Van Cleef,The Commander
Bruce Dern,"Hush...Hush, Sweet Charlotte"
Bruce Dern,Marnie
Bruce Dern,The Wild Angels
Bruce Dern,The St. Valentine's Day Massacre
Bruce Dern,The Trip
Bruce Dern,The War Wagon
Bruce Dern,Psych-Out
Bruce Dern,Hang 'Em High
Bruce Dern,Castle Keep
Bruce Dern,The Cycle Savages
Bruce Dern,Bloody Mama
Bruce Dern,The Incredible 2-Headed Transplant
Bruce Dern,The Cowboys
Bruce Dern,The King of Marvin Gardens
Bruce Dern,Silent Running
Bruce Dern,Black Sunday
Bruce Dern,Coming Home
Bruce Dern,Tattoo
Bruce Dern,"Harry Tracy, Desperado"
Bruce Dern,Wild Bill
Bruce Dern,Small Soldiers
Bruce Dern,The Glass House
Bruce Dern,Down in the Valley
Bruce Dern,The Astronaut Farmer
Bruce Dern,The Hard Easy
Bruce Dern,The Hole
Bruce Dern,Twixt
Bruce Dern,Cut Bank
Bruce Dern,The Hateful Eight
Bruce Dern,White Boy Rick
Bruce Dern,Freaks
Bruce Dern,Badland
Bruce Dern,Death in Texas
Thomas Rosales Jr.,The Hunter
Thomas Rosales Jr.,Commando
Thomas Rosales Jr.,Raw Deal
Thomas Rosales Jr.,No Mercy
Thomas Rosales Jr.,The Running Man
Thomas Rosales Jr.,Extreme Prejudice
Thomas Rosales Jr.,RoboCop 2
Thomas Rosales Jr.,Predator 2
Thomas Rosales Jr.,Ricochet
Thomas Rosales Jr.,Universal Soldier
Thomas Rosales Jr.,Man's Best Friend
Thomas Rosales Jr.,Last Action Hero
Thomas Rosales Jr.,A Low Down Dirty Shame
Thomas Rosales Jr.,Beverly Hills Cop III
Thomas Rosales Jr.,The Hard Truth
Thomas Rosales Jr.,The Crow
Thomas Rosales Jr.,Heat
Thomas Rosales Jr.,Last Man Standing
Thomas Rosales Jr.,Tremors II: Aftershocks
Thomas Rosales Jr.,The Lost World: Jurassic Park
Thomas Rosales Jr.,Executive Target
Thomas Rosales Jr.,The Replacement Killers
Thomas Rosales Jr.,John Carpenter's Vampires
Thomas Rosales Jr.,U.S. Marshals
Thomas Rosales Jr.,The Pandora Project
Thomas Rosales Jr.,The Base
Thomas Rosales Jr.,Judgment Day
Thomas Rosales Jr.,Shadow Hours
Thomas Rosales Jr.,Collateral
Thomas Rosales Jr.,Unknown
Thomas Rosales Jr.,Act of Valor
Thomas Rosales Jr.,Casa de mi Padre
Thomas Rosales Jr.,The Call
Mickey Rourke,Fade to Black
Mickey Rourke,City in Fear
Mickey Rourke,Heaven's Gate
Mickey Rourke,Rumble Fish
Mickey Rourke,Angel Heart
Mickey Rourke,A Prayer for the Dying
Mickey Rourke,Johnny Handsome
Mickey Rourke,Desperate Hours
Mickey Rourke,White Sands
Mickey Rourke,F.T.W
Mickey Rourke,Fall Time
Mickey Rourke,Bullet
Mickey Rourke,Double Team
Mickey Rourke,Thursday
Mickey Rourke,Shergar
Mickey Rourke,Get Carter
Mickey Rourke,Picture Claire
Mickey Rourke,Spun
Mickey Rourke,Once Upon a Time in Mexico
Mickey Rourke,Man on Fire
Mickey Rourke,Domino
Mickey Rourke,Sin City
Mickey Rourke,Killshot
Mickey Rourke,The Wrestler
Mickey Rourke,Iron Man 2
Mickey Rourke,Passion Play
Mickey Rourke,The Courier
Mickey Rourke,Blunt Force Trauma
Mickey Rourke,WEAPONiZED
Mickey Rourke,True Crime: New York City
Henry Silva,The Tall T
Henry Silva,The Law and Jake Wade
Henry Silva,Green Mansions
Henry Silva,The Jayhawkers!
Henry Silva,Johnny Cool
Henry Silva,The Reward
Henry Silva,The Secret Invasion
Henry Silva,Five Savage Men
Henry Silva,The Italian Connection
Henry Silva,Battle of the Godfathers
Henry Silva,L'insouscient
Henry Silva,Crimebusters
Henry Silva,Free Hand for a Tough Cop
Henry Silva,Weapons of Death
Henry Silva,Thirst
Henry Silva,Alligator
Henry Silva,Virus
Henry Silva,Sharky's Machine
Henry Silva,"Baker County, U.S.A."
Henry Silva,Escape from the Bronx
Henry Silva,Le Marginal
Henry Silva,Code of Silence
Henry Silva,Lust in the Dust
Henry Silva,Allan Quatermain and the Lost City of Gold
Henry Silva,Above The Law
Henry Silva,Bulletproof
Henry Silva,The Hard Way
Henry Silva,Dick Tracy
Henry Silva,The Last Match
Henry Silva,Mad Dog Time
Henry Silva,Ghost Dog: The Way of the Samurai
Malcolm McDowell,Voyage of the Damned
Malcolm McDowell,Time After Time
Malcolm McDowell,Caligula
Malcolm McDowell,The Passage
Malcolm McDowell,Britannia Hospital
Malcolm McDowell,Cat People
Malcolm McDowell,Blue Thunder
Malcolm McDowell,The Caller
Malcolm McDowell,Sunset
Malcolm McDowell,Class of 1999
Malcolm McDowell,Moon 44
Malcolm McDowell,Happily Ever After
Malcolm McDowell,Star Trek: Generations
Malcolm McDowell,Cyborg 3: The Creation
Malcolm McDowell,Exquisite Tenderness
Malcolm McDowell,Fist of the North Star
Malcolm McDowell,Tank Girl
Malcolm McDowell,Garden of Evil
Malcolm McDowell,Gangster No. 1
Malcolm McDowell,I Spy
Malcolm McDowell,I'll Sleep When I'm Dead
Malcolm McDowell,Evilenko
Malcolm McDowell,Halloween
Malcolm McDowell,Halloween II
Malcolm McDowell,Silent Hill: Revelation
Malcolm McDowell,Silent Night
Malcolm McDowell,Shock Value
Malcolm McDowell,Some Kind of Beautiful
Malcolm McDowell,Mississippi Murder
Malcolm McDowell,Death Race 2050
Malcolm McDowell,American Satan
Malcolm McDowell,The Big Ugly
Renji Ishibashi,Wolves Pigs and Men
Renji Ishibashi,Yakuza Law
Renji Ishibashi,Zatoichi at Large
Renji Ishibashi,Internal Sleuth
Renji Ishibashi,Slaughter in the Snow
Renji Ishibashi,Code of Wolves
Renji Ishibashi,Lone Wolf and Cub: White Heaven in Hell
Renji Ishibashi,International Gangs of Kobe
Renji Ishibashi,Watcher in the Attic
Renji Ishibashi,Machine Gun Dragon
Renji Ishibashi,Sure Death: Revenge
Renji Ishibashi,Double Cross
Renji Ishibashi,47 Ronin
Renji Ishibashi,Crest of Betryal
Renji Ishibashi,Dead or Alive
Renji Ishibashi,Another Battle: Conspriacy
Renji Ishibashi,Graveyard of Honor
Renji Ishibashi,Deadly Outlaw Rekka
Renji Ishibashi,The Man in White
Renji Ishibashi,Gozu
Renji Ishibashi,Izo
Renji Ishibashi,Flower and Snake
Renji Ishibashi,One Missed Call 2
Renji Ishibashi,Sukiyaki Western Django
Renji Ishibashi,Death Note: L Change the World
Renji Ishibashi,20th Century Boy 3: Redemption
Renji Ishibashi,Outrage
Renji Ishibashi,Blade of the Immortal
Renji Ishibashi,Blood of the Wolves
Renji Ishibashi,Kingdom
James Mason,I Met a Murderer
James Mason,Secret Mission
James Mason,Man of Evil
James Mason,The Wicked Lady
James Mason,Odd Man Out
James Mason,The Upturned Glass
James Mason,The Reckless Moment
James Mason,One Way Street
James Mason,The Desert Fox: The Story of Rommel
James Mason,Pandora and the Flying Dutchman
James Mason,Botany Bay
James Mason,Julius Caesar
James Mason,The Man Between
James Mason,Prince Valiant
James Mason,A Star Is Born
James Mason,Lolita
James Mason,Torpedo Bay
James Mason,The Fall of the Roman Empire
James Mason,Genghis Khan
James Mason,Lord Jim
James Mason,Cold Sweat
James Mason,Child's Play
James Mason,Kill!
James Mason,The Mackintosh Man
James Mason,The Destructors
James Mason,Mandingo
James Mason,Cross of Iron
James Mason,The Water Babies
James Mason,The Passage
James Mason,Bloodline
Michael Caine,Blind Spot
Michael Caine,The Edgar Wallace Mystery Theatre: Solo For Sparrow
Michael Caine,Deadfall
Michael Caine,Play Dirty
Michael Caine,Battle of Britain
Michael Caine,Get Carter
Michael Caine,Kidnapped
Michael Caine,The Last Valley
Michael Caine,Sleuth
Michael Caine,The Destructors
Michael Caine,The Eagle Has Landed
Michael Caine,Deathtrap
Michael Caine,Mona Lisa
Michael Caine,The Sledgehammer's Wrath
Michael Caine,The Muppet Christmas Carol
Michael Caine,On Deadly Ground
Michael Caine,Blood and Wine
Michael Caine,The Cider House Rules
Michael Caine,Get Carter
Michael Caine,Shiner
Michael Caine,Last Orders
Michael Caine,Secondhand Lions
Michael Caine,The Statement
Michael Caine,Around the Bend
Michael Caine,The Weather Man
Michael Caine,Children of Men
Michael Caine,Flawless
Michael Caine,Is Anybody There?
Michael Caine,Interstellar
Michael Caine,Kingsman: The Secret Service
William Forsythe,Cloak & Dagger
William Forsythe,Once Upon a Time in America
William Forsythe,Savage Dawn
William Forsythe,Extreme Prejudice
William Forsythe,Weeds
William Forsythe,Dick Tracy
William Forsythe,Out For Justice
William Forsythe,Stone Cold
William Forsythe,Relentless 3
William Forsythe,The Immortals
William Forsythe,Things to Do in Denver When You're Dead
William Forsythe,Virtuosity
William Forsythe,The Substitute
William Forsythe,Ambushed
William Forsythe,Firestorm
William Forsythe,Luck of the Draw
William Forsythe,City by the Sea
William Forsythe,The Devil's Rejects
William Forsythe,Halloween
William Forsythe,Dear Mr Gacy
William Forsythe,The Rig
William Forsythe,Inkubus
William Forsythe,Echoes of War
William Forsythe,Hidden in the Woods
William Forsythe,The Midnight Man
William Forsythe,The Hollow
William Forsythe,Check Point
William Forsythe,Cold Pursuit
William Forsythe,Awake
William Forsythe,A
Jack Elam,High Lonesome
Jack Elam,One Way Street
Jack Elam,The Sundowners
Jack Elam,A Ticket To Tomahawk
Jack Elam,Rawhide
Jack Elam,The Battle at Apache Pass
Jack Elam,Kansas City Confidential
Jack Elam,Lure of the Wilderness
Jack Elam,Gun Belt
Jack Elam,Cattle Queen of Montana
Jack Elam,The Far Country
Jack Elam,Jubilee Trail
Jack Elam,Ride Clear of Diablo
Jack Elam,The Man from Laramie
Jack Elam,Tarzan's Hidden Jungle
Jack Elam,Wichita
Jack Elam,Thunder Over Arizona
Jack Elam,Dragoon Wells Massacre
Jack Elam,Gunfight at the O.K. Corral
Jack Elam,Night Passage
Jack Elam,The Comancheros
Jack Elam,4 for Texas
Jack Elam,The Rare Breed
Jack Elam,The Last Challenge
Jack Elam,Firecreek
Jack Elam,Once Upon a Time in the West
Jack Elam,Hannie Caulder
Jack Elam,The Last Rebel
Jack Elam,Pat Garrett and Billy the Kid
Jack Elam,The Winds of Autumn
Jack Elam,Sacred Ground
Willem Dafoe,To Live and Die in L.A.
Willem Dafoe,Platoon
Willem Dafoe,The Last Temptation of Christ
Willem Dafoe,Wild at Heart
Willem Dafoe,Flight of the Intruder
Willem Dafoe,Existenz
Willem Dafoe,Bullfighter
Willem Dafoe,Shadow of the Vampire
Willem Dafoe,Pavilion of Women
Willem Dafoe,Spider-Man
Willem Dafoe,Auto Focus
Willem Dafoe,Once Upon a Time in Mexico
Willem Dafoe,Ripley Underground
Willem Dafoe,xXx: State of the Union
Willem Dafoe,Tales from Earthsea
Willem Dafoe,Anamorph
Willem Dafoe,The Walker
Willem Dafoe,Fantastic Mr. Fox
Willem Dafoe,4:44 Last Day of Earth
Willem Dafoe,Tomorrow You're Gone
Willem Dafoe,Out of the Furnace
Willem Dafoe,The Grand Budapest Hotel
Willem Dafoe,Pasolini
Willem Dafoe,John Wick
Willem Dafoe,The Great Wall
Willem Dafoe,Dog Eat Dog
Willem Dafoe,At Eternity's Gate
Willem Dafoe,The Lighthouse
Willem Dafoe,The Card Counter
Willem Dafoe,Spider-Man: No Way Home
Ron Perlman,The Name of the Rose
Ron Perlman,Sleepwalkers
Ron Perlman,The Adventures of Huck Finn
Ron Perlman,Cronos
Ron Perlman,The Protector
Ron Perlman,Titan A.E.
Ron Perlman,The King's Guard
Ron Perlman,Enemy at the Gates
Ron Perlman,Blade II
Ron Perlman,Star Trek Nemesis
Ron Perlman,5ive Girls
Ron Perlman,In the Name of the King: A Dungeon Siege Tale
Ron Perlman,I Sell the Dead
Ron Perlman,Mutant Chronicles
Ron Perlman,Outlander
Ron Perlman,The Devil's Tomb
Ron Perlman,Bunraku
Ron Perlman,Season of the Witch
Ron Perlman,Conan the Barbarian
Ron Perlman,Drive
Ron Perlman,Justice League: The Flashpoint Paradox
Ron Perlman,13 Sins
Ron Perlman,Skin Trade
Ron Perlman,Poker Night
Ron Perlman,The Virginian
Ron Perlman,Howard Lovecraft and the Frozen Kingdom
Ron Perlman,The Escape of Prisoner 614
Ron Perlman,Clover
Ron Perlman,The Big Ugly
Ron Perlman,Don't Look Up
Rutger Hauer,Mysteries
Rutger Hauer,Nighthawks
Rutger Hauer,Chanel Solitaire
Rutger Hauer,Blade Runner
Rutger Hauer,The Hitcher
Rutger Hauer,The Legend of the Holy Drinker
Rutger Hauer,Bloodhounds of Broadway
Rutger Hauer,Buffy the Vampire Slayer
Rutger Hauer,Arctic Blue
Rutger Hauer,Surviving the Game
Rutger Hauer,Tactical Assault
Rutger Hauer,Turbulence 3: Heavy Metal
Rutger Hauer,Flying Virus
Rutger Hauer,Confessions of a Dangerous Mind
Rutger Hauer,Sin City
Rutger Hauer,Dracula III: Legacy
Rutger Hauer,Mentor
Rutger Hauer,7eventy 5ive
Rutger Hauer,Barbarossa
Rutger Hauer,Hobo with a Shotgun
Rutger Hauer,The Rite
Rutger Hauer,The Fifth Execution
Rutger Hauer,The Heineken Kidnapping
Rutger Hauer,2047: Sights of Death
Rutger Hauer,Admiral
Rutger Hauer,Beyond Valkyrie: Dawn of the 4th Reich
Rutger Hauer,Gangsterdam
Rutger Hauer,The Sisters Brothers
Rutger Hauer,The Sonata
Christopher Plummer,Producer's Showcase: Cyrano de Bergerac
Christopher Plummer,The Fall of the Roman Empire
Christopher Plummer,Hamlet
Christopher Plummer,The Night of the Generals
Christopher Plummer,The Royal Hunt of the Sun
Christopher Plummer,The Day That Shook the World
Christopher Plummer,The Spiral Staircase
Christopher Plummer,The Silent Partner
Christopher Plummer,Somewhere in Time
Christopher Plummer,Eyewitness
Christopher Plummer,Highpoint
Christopher Plummer,Dreamscape
Christopher Plummer,Nosferatu In Venice
Christopher Plummer,Star Trek VI: The Undiscovered Country
Christopher Plummer,Crackerjack
Christopher Plummer,Twelve Monkeys
Christopher Plummer,The Clown at Midnight
Christopher Plummer,Dracula 2000
Christopher Plummer,Nicholas Nickleby
Christopher Plummer,Cold Creek Manor
Christopher Plummer,National Treasure
Christopher Plummer,The Lake House
Christopher Plummer,Already Dead
Christopher Plummer,9
Christopher Plummer,The Last Station
Christopher Plummer,Up
Christopher Plummer,Beginners
Christopher Plummer,Remember
Christopher Plummer,All the Money in the World
